Model;Name;Price
PS-SPD-0750MNFABE-1;Power Supply|THERMALTAKE|750 Watts|Peak Power 900 Watts|Efficiency 80 PLUS BRONZE|PFC Active|MTBF 100000 hours|PS-SPD-0750MNFABE-1;97.89€
MPE-6501-AFAAG-EU;COOLER MASTER PSU MWE Gold-V2 650W modular 80+ Gold;98.99€
PS-TPD-0550FNFAGE-2;Toughpower GF 550W Modular 80+Gold;101.29€
R-PM850D-FA0B-EU;Deepcool PM850D 80 PLUS GOLD 850 W;102.49€
GP-UD850GM PG5;Gigabyte | Power Supply | GP-UD850GM PG5 | 850 W;103.49€
CL-750G;ASROCK CL-750G GOLD 750W 80 PLUS PSU;103.69€
BP003EU;BE QUIET PURE POWER 12 750W;105.19€
PS-SPD-0750MNFABE-3;Thermaltake PS-SPD-0750MNFABE-3 maitinimo blokas 750 W 24-pin ATX ATX Juoda;105.69€
BN341;BE QUIET Pure Power 12 M 550W Gold PSU;106.49€
EY7A007;ENDORFY Supremo FM5 Gold 650W PSU;106.49€
GP-UD850GMPG5W;Power Supply|GIGABYTE|850 Watts|Efficiency 80 PLUS GOLD|PFC Active|MTBF 100000 hours|GP-UD850GMPG5W;106.79€
PPS-750FC;CHIEFTEC Polaris 750W certified 80Plus GOLD Full Modular ATX 12V 2.4 Active CFP with LLC converter half-bridge and DC-to-DC;107.19€
75261424;XPG COREREACTOR II VE 750W maitinimo blokas 24-pin ATX ATX Juoda;107.79€
PS-TPD-0650FNFAGE-2;Thermaltake Toughpower ATX 650W Gold maitinimo blokas 20+4 pin ATX Juoda;111.19€
BN330;BE QUIET System Power 10 power supply unit 850W Fan;111.29€
GP-UD850GM PG5W;Gigabyte PG5W/PSU | GP-UD850GM | 850 W;111.29€
CGR GEX X2 850;COUGAR GEXX2 850 PSU,80 plus Gold, 850W, Fully Modular, PCI-E 5.0 support;111.90€
MAG A750GL PCIE5;MSI MAG A750GL PCIE5 750W 80 PLUS GOLD;112.39€
PS-TPD-0650FNFAGE-H;Thermaltake Toughpower GF A3 650W Gold Gen5;112.39€
MAG A750GL PCIE5 II;MSI MAG A750GL PCIE5 II 750W GOLD POWER SUPPLY;112.39€
BN342;BE QUIET Pure Power 12 M 650W Gold PSU;112.59€
PS-SPD-0850MNFABE-3;Thermaltake PS-SPD-0850MNFABE-3 maitinimo blokas 850 W 24-pin ATX ATX Juoda;113.19€
CL-850G;ASROCK CL-850G GOLD 850W 80 PLUS PSU;113.19€
AEROPGSKCAS+RGB850-G;Aerocool KCAS PLUS GOLD 850W maitinimo blokas 20+4 pin ATX Juoda;113.39€
GP-UD1000GM;Gigabyte | PSU | GP-UD1000GM | 1000 W;113.49€
FD-P-IA2G-750-EU;Fractal Design | Fully modular PSU | ION Gold 750W | 750 W;113.99€
PS-TPD-0750FNFAGE-2;Thermaltake TTP-750AH3FCG-B maitinimo blokas 750 W 24-pin ATX ATX Juoda;118.19€
GP-UD1000GMPG5;GIGABYTE maitinimo blokas UD1000GM PG5 1000W GOLD, modulinis, PCIe Gen 5.0;118.49€
R-PN750M-FC0B-EU;Deepcool | 80Plus Gold PSU | PN750M | 750 W;119.29€
PS-TPG-0650FPCGEU-R;Power Supply|THERMALTAKE|650 Watts|Peak Power 780 Watts|Efficiency 80 PLUS GOLD|PFC Active|MTBF 120000 hours|PS-TPG-0650FPCGEU-R;120.89€
PS-TPD-0750FNFAGE-H;Thermaltake TOUGHPOWER GF A3 maitinimo blokas 750 W 24-pin ATX ATX Juoda;121.49€
GP-UD850GM PG5 REV 2.0;GIGABYTE GP-UD850GM PG5 REV 2.0. 850W 80+ Gold;121.59€
MAG A850GL PCIE5;MSI MAG A850GL PCIE5 850W GOLD modular PCI-e 5.0;121.69€
MAG A850GL PCIE5 II;MSI MAG A850GL PCIE5 II 850W GOLD POWER SUPPLY;121.69€
PS-TPG-0650FPCGEU-S;THERMALTAKE Toughpower Grand G 650W RGB SYNC 80+ Gold;122.49€
BN343;BE QUIET Pure Power 12 M 750W Gold PSU;122.49€
FD-P-IA2G-850-EU;Fractal Design Ion Gold 850W maitinimo šaltinis, modulinis, EPS12V  PCI-e 5.0 jungtis;122.79€
TACMARS-MPB1000P;Power supply Tacens Mars MPB1000P 1000W ATX 3.1 80+ GOLD;123.29€
GPX-850FC;CHIEFTEC PowerUp 850W ATX 12V 80 Plus Gold 12cm silent fan full modular PSU;124.19€
R-PN750M-FC0W-EU;„Deepcool PN750-M WH;124.19€
CPX-750FC;CHIEFTEC ATMOS 750W 80PLUS GOLD PCIe GEN5 PSU;124.39€
GP-UD1000GM PG5;Gigabyte | PSU | GP-UD1000GM PG5 | 1000 W;124.49€
PS-TPD-0650FNFAGE-1;Power Supply|THERMALTAKE|650 Watts|Peak Power 780 Watts|Efficiency 80 PLUS GOLD|PFC Active|MTBF 120000 hours|PS-TPD-0650FNFAGE-1;125.49€
CP-9020295-EU;CORSAIR RMe Series RM750e 750 Watt ATX 3.1 PCIe 5.1 Cybenetics Gold Certified Fully Modular Power Supply;125.49€
PS-TPG-0750FPCGEU-R;THERMALTAKE Toughpower Grand RGB 750W power supply 80PLUS Gold fully modular flat cable 14cm Riing RGB Fan.;125.99€
EY7A008;ENDORFY Supremo FM5 Gold 750 W PSU;127.59€
PS-TPG-0750FPCGEU-S;THERMALTAKE Toughpower Grand G 750W RGB SYNC 80+ Gold;128.59€
PS-TPD-0850FNFAGE-2;Thermaltake Toughpower GF 850W maitinimo blokas 20+4 pin ATX Juoda;128.89€
R-PN850M-FC0B-EU;Deepcool | 80Plus Gold PSU | PN850M | 850 W;129.79€
BP006EU;BE QUIET POWER ZONE 2 750W;132.29€
PS-TPD-0650F3FAGE-1;Power Supply|THERMALTAKE|650 Watts|Efficiency 80 PLUS GOLD|PFC Active|MTBF 120000 hours|PS-TPD-0650F3FAGE-1;133.19€
PS-TPD-0650F3FAGE-2;Thermaltake Toughpower GF2 ARGB 650W Mod Gold;133.69€
GPU-850FC;Chieftec ATX PSU POWER PLAY series GPU-850FC,850W, 14cm fan,active PFC,80+ Plat.;139.39€
BN344;BE QUIET Pure Power 12 M 850W Gold PSU;139.39€
GP-UD1000GM PG5 REV 2.0;GIGABYTE GP-UD1000GM PG5 1000W 80+ Gold Rev 2.0;140.69€
PS-TPD-0650FNFAPE-1;Thermaltake Toughpower GF1 ARGB 650W Riing Mod;141.29€
FOCUS-GX-750-V4;Power Supply|SEASONIC|FOCUS GX ATX 3.0|750 Watts|Efficiency 80 PLUS GOLD|MTBF 100000 hours|FOCUS-GX-750-V4;146.69€
PS-TPD-0750FNFAPE-1;Power Supply|THERMALTAKE|750 Watts|Efficiency 80 PLUS PLATINIUM|PFC Active|PS-TPD-0750FNFAPE-1;149.29€
GPU-1050FC;Chieftec ATX PSU POWER PLAY series GPU-1050FC,1050W,14cm fan,active PFC,80+ Plat;150.19€
CP-9020285-EU;Corsair Fully Modular Power Supply (EU) | RMx Series RM750x | 750 W;152.29€
PS-TPD-0850FNFAGE-1;Power Supply|THERMALTAKE|850 Watts|Peak Power 1020 Watts|Efficiency 80 PLUS GOLD|PFC Active|MTBF 120000 hours|PS-TPD-0850FNFAGE-1;153.19€
PS-TPD-0750F3FAGE-2;Thermaltake Toughpower GF2 ARGB 750W;153.19€
CP-9020273-EU;Corsair 80 PLUS Gold Fully Modular ATX Power Supply (EU) | RM750x SHIFT | 750 W;153.59€
PS-TPD-0750FNFAGE-4;Power supply Toughpower GF3 750W Gold F Modular 14cm Gen5;154.89€
BP007EU;BE QUIET POWER ZONE 2 850W;154.89€
GP-AE850PM PG5 ICE;GIGABYTE AORUS ELITE P850W 80+ Platinum Modular ICE PSU;155.19€
GP-AE850PM PG5;Gigabyte AORUS ELITE P850W 80+ Platinum Modular PCIe 5.0;155.19€
CP-9020251-EU;RM750x SHIFT 80 PLUS 750w Gold Fully Modular ATX Power Supply (maitinimo jungtys šone) PCI-e 5.0 12HPWR connector;155.39€
90YE00S3-B0NA00;ASUS TUF Gaming 750W Gold Fully Modular Power Supply;155.39€
PS-TPD-0850FNFAGE-4;Thermaltake Toughpower GF3 maitinimo blokas 850 W 24-pin ATX Juoda;156.19€
90YE00U1-B0NA00;ASUS Prime 750W 80 Plus Gold Compatible ATX 3.0;156.19€
PS-TPD-1050FNFAGE-H;Thermaltake Toughpower GF A3 1050W Gold Gen5;157.99€
BN336;BE QUIET Straight Power 12 750W platinum ATX power supply;159.19€
FD-P-IA2P-860-EU;Fractal Design | Ion+ 860W Platinum | 860 W;162.59€
PS-TPD-0850FNFAPE-1;Power Supply|THERMALTAKE|850 Watts|Efficiency 80 PLUS PLATINIUM|PFC Active|PS-TPD-0850FNFAPE-1;168.39€
FOCUS-GX-850-V4;Power Supply|SEASONIC|FOCUS GX ATX 3.0|850 Watts|Efficiency 80 PLUS GOLD|MTBF 100000 hours|FOCUS-GX-850-V4;169.69€
CP-9020264-EU;Corsair | Fully Modular Low-Noise ATX Power Supply | RMe Series RM1000e | 1000 W;170.19€
