Model;Name;Price
100-000000589;CPU|AMD|Desktop|Ryzen 9|R9-7900X|4700 MHz|Cores 12|64MB|Socket SAM5|170 Watts|GPU Radeon|OEM|negamyklinėje pakuotėje be priedų;384.99€
BX8071512900F;INTEL Core i9-12900F 2.4GHz LGA1700 30M Cache Boxed CPU NON-K;385.29€
100-100000590BOX;AMD Ryzen 9 7900 12C/24T 76MB cache 65W AM5 BOX Wraith Prism Cooler;402.00€
BX8071514700K;INTEL Core i7-14700K Cores 20(8P+12E) up to 5.6GHz, LGA1700 BOX (no CPU cooler/be aušintuvo);406.00€
100-100001721WOF;AMD Ryzen 5 7600X3D procesorius 4,1 GHz 96 MB L3 Box;406.00€
100-100000589WOF;AMD Ryzen™ 9 7900X 4.7-5.6GHz, 12Core/24Threads, socket AM5 (dėžutėje AMD neprideda aušintuvo);410.00€
BX80768265KF;INTEL Core Ultra 7 265KF 5.5GHz FCLGA18W LGA1851 30M Cache Boxed CPU;422.00€
AT8076806410;INTEL Core Ultra 7 265KF 5.5GHz FCLGA18W LGA1851 30M Cache TRAY CPU;433.00€
BX80768265F;INTEL Core Ultra 7 265F 2.4GHz LGA1851 30M Cache Box CPU;434.00€
BX80768265;INTEL Core Ultra 7 265 2.4GHz LGA1851 30M Cache Box CPU;440.00€
AT8076806412;INTEL Core Ultra 7 265K 5.5GHz FCLGA18W LGA1851 30M Cache TRAY CPU;450.00€
BX80768265K;INTEL Core Ultra 7 265K 5.5GHz FCLGA18W LGA1851 30M Cache Boxed CPU;459.00€
100-000000662;AMD Ryzen 9 9900X 5.6GHZ AM5 12C/24T 120W 76MB TRAY;468.00€
100-100000662WOF;AMD Ryzen 9 9900X 12/24T 9900X (4.4GHz/5.6GHz,76MB,120W,AM5) box, with Radeon Graphics;473.90€
BX8071513900KF S RMBJ;CPU|INTEL|Desktop|Core i9|i9-13900KF|Raptor Lake|3000 MHz|Cores 24|32MB|Socket LGA1700|125 Watts|BOX|BX8071513900KFSRMBJ;480.00€
100-100000662WOF/W24;CPU|AMD|Desktop|Ryzen 9|9900X|Granite Ridge AM5|4400 MHz|Cores 12|64MB|Socket SAM5|120 Watts|GPU Radeon|BOX|100-100000662WOF;481.00€
100-000000910;AMD Ryzen™ 7 7800X3D Gaming Processor, AM5, 8C/16T, 120W, 4.1-5GHz, 3D V-Cache™ 96MB+8MB (negamyklinėje pakuotėje be priedų/ OEM);482.00€
100-100000910WOF;AMD Ryzen™ 7 7800X3D Gaming Processor, AM5, 8C/16T, 120W, 4.1-5GHz, 3D V-Cache™ 96MB+8MB (dėžutėje AMD aušintuvo neprideda);496.90€
100-100000910WOF/W24;CPU|AMD|Desktop|Ryzen 7|7800X3D|4200 MHz|Cores 8|96MB|Socket SAM5|120 Watts|GPU Radeon|BOX|100-100000910WOF;498.00€
BX8071514900KF;INTEL Core i9-14900KF 3.2Ghz LGA1700 36MB Cache BOX CPU;501.00€
100-000000514;CPU|AMD|Desktop|Ryzen 9|R9-7950X|4500 MHz|Cores 16|64MB|Socket SAM5|170 Watts|GPU Radeon|OEM| negamyklinėje pakuotėje be priedų;514.00€
BX8071514900K;INTEL Core i9-14900K 3.2Ghz LGA1700 BOX (no CPU cooler);532.00€
100-100000514WOF;AMD Ryzen™ 9 7950X 4.5-5.7GHz, 16Core/32Threads, socket AM5 (dėžutėje AMD neprideda aušintuvo);580.00€
100-100001084WOF;AMD Ryzen 7 9800X3D 4.7-5.5GHz, 8Cores & 16Threads, AM5, 3D V-Cache 96MB, BOX (dėžutėje AMD neprideda aušintuvo);592.90€
BX8071514900;INTEL Core i9-14900 2.0GHz LGA1700 36M Cache Boxed CPU;632.00€
BX80768285SRQD4;CPU Desktop Intel Ultra 9 285 (36M Cache, up to 5.60 GHz, FCLGA18W) box;656.00€
BX8071514900F;INTEL Core i9-14900F 2.0GHz LGA1700 36M Cache Boxed CPU;658.00€
BX8071514900SRN3V;Intel CPU Desktop Core i9-14900 (up to 5.80 GHz, 36M Cache, LGA1700) box;664.00€
BX80768285K;INTEL Core Ultra 9 285K 5.7GHz FCLGA18W LGA1851 36M Cache Boxed CPU;669.00€
AT8076806419SRQD5;CPU Desktop Intel Ultra 9 285K (36M Cache, up to 5.70 GHz, FCLGA18W) tray;669.00€
BX80768285KSRQD5;CPU Desktop Intel Ultra 9 285K (36M Cache, up to 5.70 GHz, FCLGA18W) box;681.00€
100-100001277WOF;AMD Ryzen 9 9950x 5.7GHz AM5 16C/32T 170W 80MB BOX;682.00€
100-000000908;AMD Ryzen 9 7950X3D 5.7GHz AM5 16C/32T 120W 144MB TRAY;760.00€
100-100000908WOF;AMD Ryzen 9 7950X3D BOX AM5 16C/32T 120W;773.00€
BX8071514900KS;INTEL Core i9-14900KS 3.2GHz LGA1700 36MB Cache Boxed CPU;790.00€
100-000001352;AMD Ryzen Threadripper 7960X 5.3GHz SP6 24C/48T 350W 152MB TRAY;1 407.00€
100-000000446;CPU|AMD|Desktop|Ryzen PRO|5965WX|3800 MHz|Cores 24|128MB|Socket SWRX8|280 Watts|OEM negamyklinėje pakuotėje be priedų;1 431.00€
100-100001352WOF;AMD Ryzen Threadripper 7960X 5.3GHz SP6 24C/48T 350W 152MB BOX;1 481.00€
100-000000886;AMD Ryzen Threadripper PRO 7955WX procesorius 4,5 GHz 64 MB L3;1 861.00€
100-000000445;CPU|AMD|Desktop|Ryzen PRO|5975WX|3600 MHz|Cores 32|128MB|Socket SWRX8|280 Watts|OEM|negamyklinėje pakuotėje be priedų;2 162.00€
100-100000446WOF;AMD Ryzen Threadripper PRO 5965WX 4.5GHz sWRX8 24C/48T 280W 140MB;2 262.00€
100-000001351;AMD Ryzen Threadripper 7970X 5.3GHz SP6 32C/64T 350W 160MB TRAY;2 521.00€
100-100001351WOF;AMD Ryzen Threadripper 7970X 5.3GHz SP6 32C/64T 350W 160MB BOX;2 591.00€
100-000000885;AMD Ryzen Threadripper PRO 7965WX 5.3GHz SP6 24C/48T 350W 152MB TRAY;3 014.00€
100-100000885WOF;AMD Ryzen Threadripper PRO 7965WX 5.3GHz SP6 24C/48T 350W 152MB;3 245.00€
100-100000445WOF;AMD Ryzen Threadripper PRO 5975WX 4.5GHz sWRX8 32C/64T 280W 144MB;3 308.00€
100-100000444WOF;AMD Ryzen Threadripper PRO 5995WX 4.5GHz sWRX8 64C/128T 280W 288MB;6 610.00€
